arm,phase,date,d_prev,d_next_reb,d_prev_next_reb,split,holding_days,top_n,n_bloqueados,gate_activation_rate,tickers_baseline,tickers_arm,tickers_bloqueados,tickers_substitutos,log_ret_baseline,log_ret_arm,log_ret_arm_cost_adj,cost_arm,churn_evitado,churn_evitado_rate,n_reentrants_baseline,arm_catches_reentry,recidiva_avoidance_rate
B,6,2026-03-26,2026-03-25,2026-04-07,2026-04-06,HOLDOUT,7,10,4,0.4,MWET4;PRIO3;BGIP3;PETR3;A1PA34;CBAV3;PETR4;GOLL54;BIED3;D1OW34,MWET4;PRIO3;BGIP3;PETR3;PETR4;D1OW34;K1SG34;OXYP34;T2ER34;G1LW34,A1PA34;BIED3;CBAV3;GOLL54,G1LW34;K1SG34;OXYP34;T2ER34,0.021288209039969558,-0.01960918763285737,-0.01980918763285737,0.0002,1,0.25,0,0,
B,6,2026-04-07,2026-04-06,2026-04-16,2026-04-15,HOLDOUT,7,10,3,0.3,BIED3;PETR3;MWET4;PETR4;A1PA34;PRIO3;BGIP3;JBSS32;L1YB34;UGPA3,PETR3;MWET4;PETR4;A1PA34;JBSS32;L1YB34;UGPA3;CBAV3;D1OW34;K1SG34,BGIP3;BIED3;PRIO3,CBAV3;D1OW34;K1SG34,-0.056638857420448926,-0.03423274724067242,-0.03438274724067242,0.00015000000000000001,0,0.0,3,0,0.0
B_plus_C,0,2018-07-25,2018-07-24,2018-08-03,2018-08-02,TRAIN,7,10,0,0.0,A1LG34;A1MD34;A2XO34;M1TA34;T2TD34;BIIB34;D1EX34;AMZO34;VRSN34;I1DX34,A1LG34;A1MD34;A2XO34;M1TA34;T2TD34;BIIB34;D1EX34;AMZO34;VRSN34;I1DX34,,,0.0059223085852297495,0.0059223085852297495,0.0059223085852297495,0.0,0,0.0,0,0,
B_plus_C,0,2018-08-03,2018-08-02,2018-08-14,2018-08-13,TRAIN,7,10,3,0.3,A1MD34;A1LG34;T2TD34;A2XO34;REGN34;LILY34;H1CA34;F1TN34;D1EX34;VRSN34,A1MD34;A1LG34;T2TD34;A2XO34;LILY34;H1CA34;VRSN34;I1QV34;UNIP6;D1EL34,D1EX34;F1TN34;REGN34,D1EL34;I1QV34;UNIP6,0.0593258411235571,0.06250238299829267,0.06235238299829267,0.00015000000000000001,0,0.0,1,0,0.0
B_plus_C,0,2018-08-14,2018-08-13,2018-08-23,2018-08-22,TRAIN,7,10,1,0.1,A1MD34;LILY34;H1CA34;T2TD34;M1NS34;A1LG34;C1NC34;L1UL34;D1EL34;CEBR6,A1MD34;LILY34;H1CA34;M1NS34;A1LG34;C1NC34;L1UL34;D1EL34;CEBR6;VRSN34,T2TD34,VRSN34,0.06273037964827374,0.06012832983867191,0.06007832983867191,5e-05,0,0.0,0,0,
B_plus_C,0,2018-08-23,2018-08-22,2018-09-03,2018-08-31,TRAIN,7,10,1,0.1,A1MD34;D1EX34;LILY34;REGN34;J1KH34;P1YC34;H1CA34;EMAE4;K1RC34;C1NC34,A1MD34;D1EX34;LILY34;REGN34;P1YC34;H1CA34;EMAE4;K1RC34;C1NC34;F2IC34,J1KH34,F2IC34,0.05537497368615781,0.057323175947140016,0.057273175947140015,5e-05,0,0.0,0,0,
B_plus_C,0,2018-09-03,2018-08-31,2018-09-13,2018-09-12,TRAIN,7,10,1,0.1,A1MD34;INBR32;T2TD34;H1CA34;REGN34;D1EX34;LILY34;P1YC34;I1QV34;C1NC34,A1MD34;T2TD34;H1CA34;REGN34;D1EX34;LILY34;P1YC34;I1QV34;C1NC34;F1TN34,INBR32,F1TN34,0.02975958561993051,0.0253590167243203,0.0253090167243203,5e-05,1,1.0,0,0,
B_plus_C,0,2018-09-13,2018-09-12,2018-09-24,2018-09-21,TRAIN,7,10,1,0.1,A1MD34;INBR32;LILY34;F1TN34;T2TD34;PRIO3;M1KC34;P1YC34;ORLY34;H1CA34,A1MD34;LILY34;F1TN34;T2TD34;PRIO3;M1KC34;P1YC34;ORLY34;H1CA34;J1KH34,INBR32,J1KH34,-0.026087709863419073,-0.026269488896516667,-0.02631948889651667,5e-05,0,0.0,0,0,
B_plus_C,0,2018-09-24,2018-09-21,2018-10-03,2018-10-02,TRAIN,7,10,0,0.0,A1MD34;INBR32;P1YC34;I1QV34;F1TN34;ARNC34;G1LW34;LILY34;PSSA3;T2RM34,A1MD34;INBR32;P1YC34;I1QV34;F1TN34;ARNC34;G1LW34;LILY34;PSSA3;T2RM34,,,-0.02018055180258594,-0.02018055180258594,-0.02018055180258594,0.0,0,0.0,1,0,0.0
B_plus_C,0,2018-10-03,2018-10-02,2018-10-15,2018-10-11,TRAIN,7,10,2,0.2,INBR32;A1MD34;PRIO3;PSSA3;IRBR3;T1CH34;F1TN34;H1CA34;I1QV34;RDOR3,INBR32;PRIO3;PSSA3;T1CH34;F1TN34;H1CA34;I1QV34;RDOR3;P1YC34;QCOM34,A1MD34;IRBR3,P1YC34;QCOM34,-0.08317131630931868,-0.09703820346682203,-0.09713820346682203,0.0001,0,0.0,0,0,
B_plus_C,0,2018-10-15,2018-10-11,2018-10-24,2018-10-23,TRAIN,7,10,4,0.4,INBR32;PRIO3;PETR3;PETR4;CMIG3;CPLE3;A1MD34;IRBR3;CAML3;MNDL3,PRIO3;CPLE3;A1MD34;IRBR3;CAML3;MNDL3;PSSA3;JSLG3;GFSA3;H1CA34,CMIG3;INBR32;PETR3;PETR4,GFSA3;H1CA34;JSLG3;PSSA3,0.04568633401192196,0.024319526787084943,0.024119526787084945,0.0002,0,0.0,2,1,0.5
B_plus_C,0,2018-10-24,2018-10-23,2018-11-05,2018-11-01,TRAIN,7,10,3,0.3,INBR32;AZEV3;RANI3;LOGN3;PRIO3;CLSC3;IRBR3;JSLG3;A1MD34;JHSF3,INBR32;AZEV3;PRIO3;CLSC3;IRBR3;JSLG3;A1MD34;PETR3;CMIG3;M1KC34,JHSF3;LOGN3;RANI3,CMIG3;M1KC34;PETR3,-0.13644994746110364,-0.11253538928746534,-0.11268538928746534,0.00015000000000000001,0,0.0,1,0,0.0
B_plus_C,0,2018-11-05,2018-11-01,2018-11-14,2018-11-13,TRAIN,7,10,0,0.0,INBR32;LOGN3;RANI3;JSLG3;RCSL4;CLSC3;CPLE3;CMIG3;MGEL4;PRIO3,INBR32;LOGN3;RANI3;JSLG3;RCSL4;CLSC3;CPLE3;CMIG3;MGEL4;PRIO3,,,-0.06381690116102857,-0.06381690116102857,-0.06381690116102857,0.0,0,0.0,3,0,0.0
B_plus_C,0,2018-11-14,2018-11-13,2018-11-27,2018-11-26,TRAIN,7,10,0,0.0,LOGN3;CPLE3;CMIG3;JSLG3;CLSC3;GUAR3;INBR32;RANI3;CLSC4;KEPL3,LOGN3;CPLE3;CMIG3;JSLG3;CLSC3;GUAR3;INBR32;RANI3;CLSC4;KEPL3,,,0.033983009581912,0.033983009581912,0.033983009581912,0.0,0,0.0,0,0,
B_plus_C,0,2018-11-27,2018-11-26,2018-12-06,2018-12-05,TRAIN,7,10,1,0.1,CMIG3;CLSC3;KEPL3;GOLL54;CPLE3;JSLG3;GUAR3;LOGN3;RCSL4;CMIG4,CMIG3;CLSC3;KEPL3;GOLL54;CPLE3;JSLG3;GUAR3;LOGN3;CMIG4;INBR32,RCSL4,INBR32,0.0352901577650168,0.049325596706560934,0.04927559670656093,5e-05,0,0.0,0,0,
B_plus_C,0,2018-12-06,2018-12-05,2018-12-17,2018-12-14,TRAIN,7,10,1,0.1,CPLE3;KEPL3;CMIG3;PPLA11;JSLG3;GOLL54;SAPR3;GUAR3;CLSC3;CMIG4,CPLE3;KEPL3;CMIG3;PPLA11;JSLG3;SAPR3;GUAR3;CLSC3;CMIG4;LPSB3,GOLL54,LPSB3,0.0010969658839299012,-0.0031325850445321326,-0.0031825850445321327,5e-05,0,0.0,0,0,
B_plus_C,0,2018-12-17,2018-12-14,2018-12-28,2018-12-27,TRAIN,7,10,1,0.1,GOLL54;CMIG3;KEPL3;LPSB3;PPLA11;TGMA3;GUAR3;CMIG4;TRIS3;CPLE3,GOLL54;CMIG3;KEPL3;LPSB3;PPLA11;TGMA3;GUAR3;CMIG4;CPLE3;EVEN3,TRIS3,EVEN3,0.021409024534863715,0.01882942305500493,0.018779423055004928,5e-05,0,0.0,0,0,
B_plus_C,0,2018-12-28,2018-12-27,2019-01-10,2019-01-09,TRAIN,7,10,0,0.0,MILS3;CMIG3;LPSB3;SAPR3;KEPL3;GOLL54;TGMA3;TRIS3;EVEN3;CMIG4,MILS3;CMIG3;LPSB3;SAPR3;KEPL3;GOLL54;TGMA3;TRIS3;EVEN3;CMIG4,,,0.022891637581798505,0.022891637581798505,0.022891637581798505,0.0,0,0.0,1,0,0.0
B_plus_C,0,2019-01-10,2019-01-09,2019-01-21,2019-01-18,TRAIN,7,10,0,0.0,MILS3;CMIG3;TRIS3;LPSB3;KEPL3;CLSC4;MGEL4;EVEN3;CLSC3;BALM4,MILS3;CMIG3;TRIS3;LPSB3;KEPL3;CLSC4;MGEL4;EVEN3;CLSC3;BALM4,,,0.07264130514023766,0.07264130514023766,0.07264130514023766,0.0,0,0.0,0,0,
B_plus_C,0,2019-01-21,2019-01-18,2019-01-31,2019-01-30,TRAIN,7,10,0,0.0,MILS3;MGEL4;SAPR3;LPSB3;TRIS3;CLSC4;KEPL3;NATU3;SAPR11;EVEN3,MILS3;MGEL4;SAPR3;LPSB3;TRIS3;CLSC4;KEPL3;NATU3;SAPR11;EVEN3,,,-0.020677043684973785,-0.020677043684973785,-0.020677043684973785,0.0,0,0.0,0,0,
B_plus_C,0,2019-01-31,2019-01-30,2019-02-11,2019-02-08,TRAIN,7,10,0,0.0,MILS3;SAPR3;TRIS3;NATU3;CMIG3;SAPR11;LPSB3;AXIA3;BALM4;SBSP3,MILS3;SAPR3;TRIS3;NATU3;CMIG3;SAPR11;LPSB3;AXIA3;BALM4;SBSP3,,,-0.019401846929384844,-0.019401846929384844,-0.019401846929384844,0.0,0,0.0,0,0,
B_plus_C,0,2019-02-11,2019-02-08,2019-02-20,2019-02-19,TRAIN,7,10,4,0.4,TRIS3;BPAC11;MILS3;SAPR3;PPLA11;SBSP3;BPAC3;BPAC5;SAPR11;PLAS3,TRIS3;BPAC11;SAPR3;PPLA11;BPAC5;SAPR11;ENEV3;LUXM4;CMIG3;CRPG6,BPAC3;MILS3;PLAS3;SBSP3,CMIG3;CRPG6;ENEV3;LUXM4,0.04557856769479316,0.010703212158496202,0.010503212158496202,0.0002,1,0.25,0,0,
B_plus_C,0,2019-02-20,2019-02-19,2019-03-01,2019-02-28,TRAIN,7,10,1,0.1,BPAC3;MILS3;TRIS3;LUXM4;BPAC11;LPSB3;AALR3;CMIG3;ENEV3;MGEL4,MILS3;TRIS3;LUXM4;BPAC11;LPSB3;AALR3;CMIG3;ENEV3;MGEL4;MOVI3,BPAC3,MOVI3,-0.02030446457203466,-0.003912523025557556,-0.003962523025557556,5e-05,0,0.0,1,1,1.0
B_plus_C,0,2019-03-01,2019-02-28,2019-03-14,2019-03-13,TRAIN,7,10,1,0.1,BPAC3;PPLA11;BPAC11;MGEL4;LUXM4;BRSR5;E2NP34;TRIS3;MOVI3;CSNA3,BPAC3;BPAC11;MGEL4;LUXM4;BRSR5;E2NP34;TRIS3;MOVI3;CSNA3;JSLG3,PPLA11,JSLG3,0.003952051563806699,0.00883472096890131,0.008784720968901311,5e-05,0,0.0,1,0,0.0
B_plus_C,0,2019-03-14,2019-03-13,2019-03-25,2019-03-22,TRAIN,7,10,1,0.1,BPAC3;BPAC11;CSNA3;PPLA11;JSLG3;MOVI3;ENGI3;LUXM4;TRIS3;LIGT3,BPAC3;BPAC11;PPLA11;JSLG3;MOVI3;ENGI3;LUXM4;TRIS3;LIGT3;E2NP34,CSNA3,E2NP34,-0.04095412077678431,-0.037878475041154276,-0.03792847504115428,5e-05,0,0.0,2,0,0.0
B_plus_C,0,2019-03-25,2019-03-22,2019-04-03,2019-04-02,TRAIN,7,10,1,0.1,BPAC3;ENGI3;PPLA11;BPAC11;PATI3;E2NP34;JSLG3;C1DN34;C1MG34;CSNA3,BPAC3;ENGI3;PPLA11;BPAC11;PATI3;E2NP34;C1DN34;C1MG34;CSNA3;F2IC34,JSLG3,F2IC34,0.034307275492355564,0.03212970288961918,0.03207970288961918,5e-05,0,0.0,1,0,0.0
B_plus_C,0,2019-04-03,2019-04-02,2019-04-12,2019-04-11,TRAIN,7,10,0,0.0,E2NP34;ENGI3;BPAC3;PPLA11;CSNA3;C1MG34;P1YC34;E2PA34;F2IC34;C1DN34,E2NP34;ENGI3;BPAC3;PPLA11;CSNA3;C1MG34;P1YC34;E2PA34;F2IC34;C1DN34,,,-0.015939385848455313,-0.015939385848455313,-0.015939385848455313,0.0,0,0.0,0,0,
B_plus_C,0,2019-04-12,2019-04-11,2019-04-24,2019-04-23,TRAIN,7,10,1,0.1,E2NP34;C1DN34;M1SC34;P1YC34;A1NE34;F2IC34;Z1BR34;K1SG34;D1EL34;S1NP34,E2NP34;M1SC34;P1YC34;A1NE34;F2IC34;Z1BR34;K1SG34;D1EL34;S1NP34;BPAC3,C1DN34,BPAC3,0.04560868811473838,0.058799044885238946,0.058749044885238945,5e-05,1,1.0,0,0,
B_plus_C,0,2019-04-24,2019-04-23,2019-05-06,2019-05-03,TRAIN,7,10,3,0.3,BPAC3;D1EL34;C1DN34;M1SC34;P1YC34;T1DG34;K1SG34;QCOM34;F2IC34;C1AG34,BPAC3;D1EL34;M1SC34;P1YC34;K1SG34;F2IC34;C1AG34;C1PR34;E2NP34;C1MG34,C1DN34;QCOM34;T1DG34,C1MG34;C1PR34;E2NP34,0.002810113738479443,0.03279492625203499,0.032644926252034995,0.00015000000000000001,0,0.0,0,0,
B_plus_C,0,2019-05-06,2019-05-03,2019-05-15,2019-05-14,TRAIN,7,10,2,0.2,QCOM34;C1DN34;E2NP34;M1SC34;D1EL34;M1KT34;C1PR34;T2ER34;G1PI34;S1NP34,QCOM34;C1DN34;D1EL34;M1KT34;C1PR34;T2ER34;G1PI34;S1NP34;P1YC34;R1OP34,E2NP34;M1SC34,P1YC34;R1OP34,-0.012825786908456685,-0.015454164979061885,-0.015554164979061884,0.0001,1,0.5,2,0,0.0
B_plus_C,0,2019-05-15,2019-05-14,2019-05-24,2019-05-23,TRAIN,7,10,3,0.3,QCOM34;E2NP34;TSNF34;C1DN34;M1SC34;M1KT34;G1PI34;C1PR34;A1PD34;RSUL4,QCOM34;E2NP34;TSNF34;G1PI34;C1PR34;A1PD34;RSUL4;ARNC34;M1KC34;B1RF34,C1DN34;M1KT34;M1SC34,ARNC34;B1RF34;M1KC34,-0.0025319053152134466,0.010114059538206868,0.009964059538206867,0.00015000000000000001,1,0.3333333333333333,1,0,0.0
B_plus_C,0,2019-05-24,2019-05-23,2019-06-04,2019-06-03,TRAIN,7,10,2,0.2,E2NP34;INBR32;BPAC5;TSNF34;C1PR34;M1KT34;B1RF34;M1SC34;CSNA3;M1KC34,E2NP34;INBR32;TSNF34;M1KT34;B1RF34;M1SC34;CSNA3;M1KC34;RSUL4;L1DO34,BPAC5;C1PR34,L1DO34;RSUL4,-0.023877235641978804,-0.02648146563620348,-0.02658146563620348,0.0001,0,0.0,2,0,0.0
B_plus_C,0,2019-06-04,2019-06-03,2019-06-13,2019-06-12,TRAIN,7,10,3,0.3,MNPR3;INBR32;BPAC5;E2NP34;CPLE3;RSUL4;BPAC11;TSNF34;QUAL3;B1RF34,INBR32;BPAC5;E2NP34;CPLE3;RSUL4;BPAC11;QUAL3;N1VR34;C1PR34;AIGB34,B1RF34;MNPR3;TSNF34,AIGB34;C1PR34;N1VR34,-0.03878991989141486,0.0035937414129734654,0.0034437414129734655,0.00015000000000000001,0,0.0,1,0,0.0
B_plus_C,0,2019-06-13,2019-06-12,2019-06-25,2019-06-24,TRAIN,7,10,1,0.1,E2NP34;A2XO34;BPAC5;M1KT34;BPAC11;CPLE3;B1RF34;INBR32;HSHY34;A1MD34,E2NP34;A2XO34;BPAC5;BPAC11;CPLE3;B1RF34;INBR32;HSHY34;A1MD34;C1PR34,M1KT34,C1PR34,-0.0021392006107219404,-0.0058640245771519025,-0.005914024577151902,5e-05,0,0.0,2,1,0.5
B_plus_C,0,2019-06-25,2019-06-24,2019-07-04,2019-07-03,TRAIN,7,10,0,0.0,E2NP34;QUAL3;BPAC5;TRIS3;MRVE3;JSLG3;CPLE3;M1KT34;TEND3;ALPA4,E2NP34;QUAL3;BPAC5;TRIS3;MRVE3;JSLG3;CPLE3;M1KT34;TEND3;ALPA4,,,0.03721395560621345,0.03721395560621345,0.03721395560621345,0.0,0,0.0,0,0,
B_plus_C,0,2019-07-04,2019-07-03,2019-07-16,2019-07-15,TRAIN,7,10,2,0.2,MNPR3;E2NP34;CTKA4;QUAL3;CPLE3;TEND3;LOGN3;ALPA4;JSLG3;BPAC5,MNPR3;E2NP34;QUAL3;CPLE3;TEND3;ALPA4;JSLG3;BPAC5;EVEN3;CYRE3,CTKA4;LOGN3,CYRE3;EVEN3,0.06521323321681086,0.04695296952388752,0.04685296952388752,0.0001,0,0.0,0,0,
B_plus_C,0,2019-07-16,2019-07-15,2019-07-25,2019-07-24,TRAIN,7,10,0,0.0,TRIS3;MNPR3;LOGN3;E2NP34;CPLE3;BPAC5;EVEN3;ROMI3;PPLA11;MOVI3,TRIS3;MNPR3;LOGN3;E2NP34;CPLE3;BPAC5;EVEN3;ROMI3;PPLA11;MOVI3,,,0.01233463959313109,0.01233463959313109,0.01233463959313109,0.0,0,0.0,2,0,0.0
B_plus_C,0,2019-07-25,2019-07-24,2019-08-05,2019-08-02,TRAIN,7,10,1,0.1,CTKA4;LOGN3;TRIS3;BHIA3;PPLA11;E2NP34;MNPR3;UCAS3;JSLG3;EVEN3,CTKA4;LOGN3;TRIS3;BHIA3;E2NP34;MNPR3;UCAS3;JSLG3;EVEN3;BPAC5,PPLA11,BPAC5,0.07130444691392239,0.0706971610320185,0.0706471610320185,5e-05,0,0.0,0,0,
B_plus_C,0,2019-08-05,2019-08-02,2019-08-14,2019-08-13,TRAIN,7,10,3,0.3,CTKA4;HAGA4;E2NP34;RANI3;JSLG3;TRIS3;GOLL54;BHIA3;EZTC3;DIRR3,CTKA4;JSLG3;TRIS3;GOLL54;BHIA3;EZTC3;DIRR3;BPAC5;BNBR3;EVEN3,E2NP34;HAGA4;RANI3,BNBR3;BPAC5;EVEN3,-0.11042628738020226,0.023604225132505575,0.023454225132505575,0.00015000000000000001,0,0.0,0,0,
B_plus_C,0,2019-08-14,2019-08-13,2019-08-23,2019-08-22,TRAIN,7,10,0,0.0,CTKA4;LOGN3;HBOR3;JHSF3;BHIA3;E2NP34;LPSB3;TRIS3;EZTC3;MGLU3,CTKA4;LOGN3;HBOR3;JHSF3;BHIA3;E2NP34;LPSB3;TRIS3;EZTC3;MGLU3,,,-0.036659992319322765,-0.036659992319322765,-0.036659992319322765,0.0,0,0.0,1,0,0.0
B_plus_C,0,2019-08-23,2019-08-22,2019-09-03,2019-09-02,TRAIN,7,10,0,0.0,LOGN3;CTKA4;HBOR3;EZTC3;E2NP34;LPSB3;EVEN3;TRIS3;JHSF3;PPLA11,LOGN3;CTKA4;HBOR3;EZTC3;E2NP34;LPSB3;EVEN3;TRIS3;JHSF3;PPLA11,,,0.07192165140521775,0.07192165140521775,0.07192165140521775,0.0,0,0.0,0,0,
B_plus_C,0,2019-09-03,2019-09-02,2019-09-12,2019-09-11,TRAIN,7,10,2,0.2,LOGN3;CTKA4;HBOR3;LPSB3;EZTC3;PPLA11;TRIS3;E2NP34;CEBR6;JHSF3,LOGN3;CTKA4;HBOR3;LPSB3;TRIS3;E2NP34;CEBR6;JHSF3;EVEN3;BNBR3,EZTC3;PPLA11,BNBR3;EVEN3,-0.04395488349025635,-0.05642241630116075,-0.056522416301160755,0.0001,0,0.0,0,0,
B_plus_C,0,2019-09-12,2019-09-11,2019-09-23,2019-09-20,TRAIN,7,10,3,0.3,CTKA4;LOGN3;PPLA11;W1DC34;HBOR3;LPSB3;TRIS3;CEBR6;BNBR3;CEBR3,CTKA4;PPLA11;W1DC34;HBOR3;LPSB3;CEBR6;CEBR3;MUTC34;JHSF3;POSI3,BNBR3;LOGN3;TRIS3,JHSF3;MUTC34;POSI3,-0.0005142487663472084,0.0007439575349300684,0.0005939575349300683,0.00015000000000000001,0,0.0,1,0,0.0
B_plus_C,0,2019-09-23,2019-09-20,2019-10-02,2019-10-01,TRAIN,7,10,1,0.1,CTKA4;PPLA11;LOGN3;HBOR3;LPSB3;MUTC34;W1DC34;E2NP34;K1LA34;EZTC3,CTKA4;PPLA11;LOGN3;LPSB3;MUTC34;W1DC34;E2NP34;K1LA34;EZTC3;L1RC34,HBOR3,L1RC34,-0.0088686349611719,-0.02018035397159204,-0.020230353971592042,5e-05,0,0.0,0,0,
B_plus_C,0,2019-10-02,2019-10-01,2019-10-11,2019-10-10,TRAIN,7,10,1,0.1,PPLA11;BGIP3;LOGN3;BNBR3;HBOR3;K1LA34;CTKA4;L1RC34;HAPV3;TRIS3,PPLA11;LOGN3;BNBR3;HBOR3;K1LA34;CTKA4;L1RC34;HAPV3;TRIS3;JHSF3,BGIP3,JHSF3,-0.0077754140953498405,-0.02110842787597274,-0.021158427875972743,5e-05,0,0.0,0,0,
B_plus_C,0,2019-10-11,2019-10-10,2019-10-22,2019-10-21,TRAIN,7,10,1,0.1,PPLA11;BGIP3;K1LA34;T2ER34;L1RC34;S1HW34;TGTB34;E1WL34;HAPV3;POSI3,BGIP3;K1LA34;T2ER34;L1RC34;S1HW34;TGTB34;E1WL34;HAPV3;POSI3;M1LM34,PPLA11,M1LM34,-0.015786036685894463,0.009597846589899577,0.009547846589899578,5e-05,0,0.0,1,0,0.0
B_plus_C,0,2019-10-22,2019-10-21,2019-10-31,2019-10-30,TRAIN,7,10,0,0.0,BGIP3;HBOR3;AMER3;POSI3;TGTB34;MGLU3;D1LR34;HAPV3;M1LM34;C1PB34,BGIP3;HBOR3;AMER3;POSI3;TGTB34;MGLU3;D1LR34;HAPV3;M1LM34;C1PB34,,,-0.018354957939582653,-0.018354957939582653,-0.018354957939582653,0.0,0,0.0,0,0,
B_plus_C,0,2019-10-31,2019-10-30,2019-11-11,2019-11-08,TRAIN,7,10,2,0.2,BGIP3;L1RC34;LUXM4;K1LA34;TRIS3;HAPV3;LOGN3;J2BL34;S1TX34;VLOE34,BGIP3;L1RC34;K1LA34;TRIS3;HAPV3;J2BL34;S1TX34;VLOE34;AMER3;NVDC34,LOGN3;LUXM4,AMER3;NVDC34,-0.009787247377765925,0.028965658596205812,0.028865658596205813,0.0001,0,0.0,0,0,
B_plus_C,0,2019-11-11,2019-11-08,2019-11-22,2019-11-21,TRAIN,7,10,1,0.1,M1PC34;A1LG34;S1TT34;U1RI34;TSLA34;J2BL34;POSI3;BGIP3;ABBV34;BEEF3,M1PC34;A1LG34;S1TT34;U1RI34;TSLA34;J2BL34;POSI3;BGIP3;BEEF3;H1PE34,ABBV34,H1PE34,0.05682812069846923,0.05327397325681932,0.05322397325681932,5e-05,0,0.0,0,0,
B_plus_C,0,2019-11-22,2019-11-21,2019-12-03,2019-12-02,TRAIN,7,10,1,0.1,POSI3;TSLA34;BEEF3;A1LG34;J2BL34;S1TT34;U1RI34;GEOO34;BGIP3;ENEV3,TSLA34;BEEF3;A1LG34;J2BL34;S1TT34;U1RI34;GEOO34;BGIP3;ENEV3;GRND3,POSI3,GRND3,0.031145950247028608,0.02368518663128202,0.02363518663128202,5e-05,0,0.0,1,0,0.0
B_plus_C,0,2019-12-03,2019-12-02,2019-12-12,2019-12-11,TRAIN,7,10,2,0.2,POSI3;BEEF3;DASA3;A1LG34;S1TT34;WHRL4;C2ZR34;JHSF3;WHRL3;ENEV3,POSI3;BEEF3;A1LG34;S1TT34;WHRL4;C2ZR34;WHRL3;ENEV3;RSUL4;WLMM4,DASA3;JHSF3,RSUL4;WLMM4,0.0462655150671785,0.02747684631422941,0.02737684631422941,0.0001,0,0.0,2,1,0.5
B_plus_C,0,2019-12-12,2019-12-11,2019-12-23,2019-12-20,TRAIN,7,10,2,0.2,POSI3;BEEF3;A1LG34;PRIO3;JHSF3;DASA3;WHRL4;ENEV3;CGAS3;ALPA4,BEEF3;PRIO3;JHSF3;DASA3;WHRL4;ENEV3;CGAS3;ALPA4;WEGE3;WHRL3,A1LG34;POSI3,WEGE3;WHRL3,0.005919719558712245,0.03141571055347222,0.031315710553472216,0.0001,0,0.0,2,0,0.0
B_plus_C,0,2019-12-23,2019-12-20,2020-01-07,2020-01-06,TRAIN,7,10,2,0.2,POSI3;WHRL4;WHRL3;PRIO3;JHSF3;ENEV3;HBOR3;TSLA34;GRND3;S1SL34,POSI3;PRIO3;JHSF3;ENEV3;HBOR3;TSLA34;GRND3;S1SL34;BHIA3;WLMM4,WHRL3;WHRL4,BHIA3;WLMM4,0.06945018268681735,0.0676410720160109,0.0675410720160109,0.0001,0,0.0,1,0,0.0
B_plus_C,0,2020-01-07,2020-01-06,2020-01-16,2020-01-15,TRAIN,7,10,2,0.2,PRIO3;POSI3;WHRL3;WHRL4;JHSF3;WLMM4;RSID3;JSLG3;TRIS3;TSLA34,PRIO3;POSI3;WHRL3;WHRL4;WLMM4;RSID3;TRIS3;TSLA34;A1MD34;GFSA3,JHSF3;JSLG3,A1MD34;GFSA3,0.06229955901279978,0.04588332281475131,0.04578332281475131,0.0001,0,0.0,2,0,0.0
B_plus_C,0,2020-01-16,2020-01-15,2020-01-27,2020-01-24,TRAIN,7,10,4,0.4,PRIO3;JFEN3;POSI3;CGAS3;JHSF3;TSLA34;CGAS5;RCSL4;RSID3;WHRL3,PRIO3;JFEN3;POSI3;JHSF3;RSID3;WHRL3;WHRL4;WLMM4;JSLG3;BIOM3,CGAS3;CGAS5;RCSL4;TSLA34,BIOM3;JSLG3;WHRL4;WLMM4,0.029041235042496803,0.06978814312744702,0.06958814312744702,0.0002,1,0.25,2,1,0.5
B_plus_C,0,2020-01-27,2020-01-24,2020-02-05,2020-02-04,TRAIN,7,10,4,0.4,JFEN3;PRIO3;RSID3;POSI3;TSLA34;JHSF3;BHIA3;JSLG3;WHRL4;WHRL3,PRIO3;POSI3;TSLA34;JHSF3;BHIA3;WHRL3;ANIM3;GGBR3;P1YC34;WEGE3,JFEN3;JSLG3;RSID3;WHRL4,ANIM3;GGBR3;P1YC34;WEGE3,-0.019796384675207827,0.01051148536676991,0.01031148536676991,0.0002,2,0.5,1,0,0.0
B_plus_C,0,2020-02-05,2020-02-04,2020-02-14,2020-02-13,TRAIN,7,10,2,0.2,TSLA34;JFEN3;PRIO3;BHIA3;RSID3;E2NP34;WLMM4;ANIM3;JHSF3;P1YC34,PRIO3;BHIA3;RSID3;E2NP34;WLMM4;ANIM3;JHSF3;P1YC34;GGBR3;DASA3,JFEN3;TSLA34,DASA3;GGBR3,-0.008672291738441276,0.003993720656191052,0.0038937206561910523,0.0001,0,0.0,2,1,0.5
B_plus_C,0,2020-02-14,2020-02-13,2020-02-27,2020-02-26,TRAIN,7,10,0,0.0,JFEN3;PRIO3;E2NP34;TSLA34;BHIA3;WLMM4;ANIM3;RSID3;CGAS5;CGAS3,JFEN3;PRIO3;E2NP34;TSLA34;BHIA3;WLMM4;ANIM3;RSID3;CGAS5;CGAS3,,,-0.03333774461283743,-0.03333774461283743,-0.03333774461283743,0.0,0,0.0,2,0,0.0
