date,equity,cash_free,cash_pending,state_cash_effective,n_tickers,max_concentration,out_of_target_band,ret_cdi,variant,top_n_param,buffer_k_param,rebalance_cadence_param,target_pct_param,hard_max_pct_param,max_weight_cap_param,is_rebalance_day,n_rebalance_days_cum,n_non_rebalance_days_cum,n_rebalance_sells_cum,n_concentration_trims_cum,regime_defensive_used,def_sell_25_cum,def_sell_50_cum,def_sell_100_cum,quarantine_size,quarantine_entries_cum,cost_total_cum,phase_offset,cadence
2018-07-02,100024.58299999998,100024.58299999998,0.0,0,0,0.0,1,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,0,1,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-03,100049.17204323887,100049.17204323887,0.0,0,0,0.0,1,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,0,2,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-04,100073.76713120224,100073.76713120224,0.0,0,0,0.0,1,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,0,3,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-05,100098.36826537609,100098.36826537609,0.0,0,0,0.0,1,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,0,4,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-06,100122.97544724676,100122.97544724676,0.0,0,0,0.0,1,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,0,5,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-10,100147.58867830095,100147.58867830095,0.0,0,0,0.0,1,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,0,6,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-11,100172.20796002573,100172.20796002573,0.0,0,0,0.0,1,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,0,7,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-12,100147.1712037528,0.07367941680587563,0.0,0,9,0.15001481640968228,0,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,1,1,7,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-13,95733.4911616944,0.073697529416909,0.0,0,9,0.15501218933335872,0,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,1,8,0,0,0,0,0,0,0,0,2197.4677454704643,7,15
2018-07-16,98429.63815931749,0.07371564648056556,0.0,0,9,0.15287597360811367,0,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,1,9,0,0,1,0,0,0,0,0,2197.4677454704643,7,15
2018-07-17,97704.50604678299,0.07373376799793986,0.0,0,9,0.1579683011611539,0,0.00024583,C15_P7,10,15,15,0.15,0.2,0.2,0,1,10,0,0,1,0,0,0,0,0,2197.4677454704643,7,15
